ano,numero,ementa,autores,id,texto_original,OCCUPATION,PERSON,REGION,ORG,STREET,MISC,LOC,DATE,address,city,country,lat,lng,state,postal
2022,405,"Solicita ao Departamento Municipal de Trânsito que realize a pintura de faixa amarela, indicando área de estacionamento com limite de 15 minutos, nas proximidades das farmácias localizadas na Rua Rui Barbosa, uma vez que essa rua recebeu recape asfáltico recentemente, cobrindo as pinturas existentes.",14,3919,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3919/405-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",Rua Rui Barbosa,,,,"Rua Rui Barbosa Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2984653,-50.0792876,Paraná,86430-000
2022,417,"Solicita informações da Secretaria Municipal de Planejamento, ou outro departamento competente, sobre se existe previsão para solução da depressão que se formou na esquina entre a Rua Rui Barbosa e Rua 24 de Maio, com a instalação do recape asfáltico.",20,3932,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3932/417-2022.pdf,,,,"('Secretaria Municipal de Planejamento',)",Rua Rui Barbosa,,,,"Rua Rui Barbosa Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2984653,-50.0792876,Paraná,86430-000
2022,419,"Solicita ao Departamento Municipal de Trânsito para que realize a pintura das faixas com demarcação da área de moto, ao longo da Rua Rui Barbosa, uma vez que o recape encobriu as demarcações existentes.",13,3934,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3934/419-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",Rua Rui Barbosa,,,,"Rua Rui Barbosa Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2984653,-50.0792876,Paraná,86430-000
2022,548,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que realize operação tapa buracos na Rua Rui Barbosa, no trecho próximo ao Colégio Tiradentes, e na Rua Sebastião de Souza Coelho na mesma localidade.",14,4092,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/4092/548-2022.pdf,,,,"('Secretaria Municipal de Serviços e Obras Públicas', 'Colégio Tiradentes')",Rua Rui Barbosa,,,,"Rua Rui Barbosa Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2984653,-50.0792876,Paraná,86430-000
2021,320,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que determine à Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente que informe se existe cronograma para poda dos ipês da Avenida Coronel Oliveira Motta, que estão tomados por uma praga, a qual está impedindo o florescimento das árvores, que são um cartão-postal de nossa cidade.",15,3021,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3021/320-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Secretaria Municipal de Agricultura, Pecuária e Meio Ambiente',)",Avenida Coronel Oliveira Motta,,,,"Avenida Coronel Oliveira Motta Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2948981,-50.0772607,Paraná,86430-000
2021,637,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, proceda retirada dos entulhos que estão depositados na Avenida Coronel Oliveira Motta, em frente ao n.º 476, que têm causado muitos transtornos à população, visto que esses entulhos encontram-se lá antes mesmo da Prefeitura Municipal informar aos cidadãos que iria realizar a aplicação de multas.",143,3387,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3387/637-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Secretaria Municipal de Serviços e Obras Públicas', 'Prefeitura Municipal')",Avenida Coronel Oliveira Motta,,,,"Avenida Coronel Oliveira Motta Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2948981,-50.0772607,Paraná,86430-000
2022,186,"Solicita cópia do procedimento administrativo que deu origem à Dispensa de Licitação por Justificativa n° 56/2022, que tem como objeto a locação de imóvel na Avenida Coronel Oliveira Motta para atendimento odontológico.",14,3659,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3659/186-2022.pdf,"('Dispensa de Licitação',)",,,,Avenida Coronel Oliveira Motta,,,,"Avenida Coronel Oliveira Motta Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2948981,-50.0772607,Paraná,86430-000
2022,214,"Solicita ao Departamento Municipal de Trânsito que estude a possibilidade de instalar um redutor de velocidade na Avenida Coronel Oliveira Motta, próximo à esquina com a Rua Sebastião de Souza Coelho.",142,3694,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3694/214-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",Avenida Coronel Oliveira Motta,,,,"Avenida Coronel Oliveira Motta Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2948981,-50.0772607,Paraná,86430-000
2022,411,"Convida às seguintes autoridades ou representantes:
	Irmã Marisa do Socorro Pietrala, Diretora da Escola Municipal Sagrada Família;
	Irmã Faustina Biernaski, Diretora da Escola Estadual Santa Terezinha;
	Senhor Bruno Augusto Ribeiro Chagas, Diretor do Departamento Municipal de Trânsito;
	Capitão Marciano Corcini, Comandante da 4ª Companhia de Polícia Militar;
	Subtenente José Renato de Araújo, Patrulha Escolar da Polícia Militar;
	E demais pessoas interessadas;

Para uma reunião nesta Casa de Leis, para tratar sobre as dificuldades envolvendo o trânsito e a segurança das crianças, pais e responsáveis e demais transeuntes, na Avenida Coronel Oliveira Motta, nas imediações da Escola Estadual Santa Terezinha, com o objetivo de buscar soluções possíveis e efetivas para este problema.",17,3926,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3926/411-2022.pdf,"('Diretora', 'Diretora', 'Diretor', 'Comandante', 'Subtenente')","('Irmã Marisa do Socorro Pietrala', 'Irmã Faustina Biernaski', 'Senhor Bruno Augusto Ribeiro Chagas', 'Capitão Marciano Corcini')",,"('Escola Municipal Sagrada Família', 'Escola Estadual Santa Terezinha', 'Departamento Municipal de Trânsito', '4ª Companhia de Polícia Militar', 'Patrulha Escolar da Polícia Militar', 'Escola Estadual Santa Terezinha')",Avenida Coronel Oliveira Motta,"('Casa de Leis',)",,,"Avenida Coronel Oliveira Motta Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2948981,-50.0772607,Paraná,86430-000
2021,345,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, proceda:
•	Implantação de meio-fio na Rua João Medeiros, em frente ao número 60, cruzamento com a Rua Havaí, no Jardim Bela Vista, visto que esse foi o único local esquecido que não recebeu o meio-fio naquele bairro.
•	Manutenção na Estrada Palmital, a pedido dos moradores, principalmente atrás do Pesqueiro Vô João.",143,3048,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3048/345-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim Bela Vista', 'Estrada Palmital')","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Havaí,,"('Pesqueiro Vô João',)",,"Travessa Havai Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3106086,-50.0718387,Paraná,
2021,350,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, informações sobre previsão para asfaltamento da Rua Dr. Mário Giovannetti, no Conjunto Habitacional Alceu Garbelini. A presente solicitação foi feita por um morador que há 18 anos vive nessa localidade, que ainda não foi beneficiada com essa obra.",142,3053,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3053/350-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Conjunto Habitacional Alceu Garbelini',)",,Rua Dr. Mário Giovannetti,,,,"Rua Doutor Mário Givanetti Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2810972,-50.0739681,Paraná,
2022,258,"Solicita ao Departamento Municipal de Meio Ambiente e a Secretaria Municipal de Serviços e Obras Públicas para que realizem a retirada do entulho e consequentemente a passagem de máquina, o nivelamento e empedramento de trecho com pouco mais de 100m da Rua Dr. Mário Giovannetti, no Núcleo Habitacional Deputado José Afonso, próximo a residência do Senhor Cheiroso, como é popularmente conhecido pelos moradores vizinhos.",19,3743,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3743/258-2022.pdf,,"('Senhor Cheiroso',)","('Núcleo Habitacional Deputado José Afonso',)","('Departamento Municipal de Meio Ambiente', 'Secretaria Municipal de Serviços e Obras Públicas')",Rua Dr. Mário Giovannetti,,,,"Rua Doutor Mário Givanetti Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2810972,-50.0739681,Paraná,
2021,364,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que por meio do Departamento Municipal de Trânsito, proceda implantação de redutores de velocidade nas Ruas Dr. Wilson João Copack e Belmiro de Souza Coelho, no Jardim Monte das Oliveiras, visto que os veículos trafegam pelo local em alta velocidade colocando em risco a vida da população.",142,3076,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3076/364-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Belmiro de Souza Coelho', 'Jardim Monte das Oliveiras')","('Departamento Municipal de Trânsito',)",Ruas Dr. Wilson João Copack,,,,"Rua Wilson João Copack Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3035105,-50.0586428,Paraná,
2021,365,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que proceda implantação de calçada na Rua Antônio de Castro Villas Bôas, do lado esquerdo, até o trevo da PR-092, a fim de evitar acidentes de trânsito envolvendo as pessoas que fazem caminhada e passam por aquele trecho.",142,3077,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3077/365-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,,Rua Antônio de Castro Villas Bôas,,"('PR-092',)",,"Rua Antônio De Castro Vilas Boas Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2841207,-50.0727175,Paraná,
2021,366,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que proceda operação tapa-buraco na Rua Louis Francescon, no Parque Residencial Santos Dumont, visto que a mesma se encontra em péssimo estado de conservação.",142,3078,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3078/366-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Parque Residencial Santos Dumont',)",,Rua Louis Francescon,,,,"Rua Luiz Francescon, Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.30298155,-50.0795052,Paraná,86430-000
2021,374,"Requer que seja expedido ofício ao Ilustríssimo Secretário Municipal de Agricultura, Pecuária e Meio Ambiente, Senhor Luis Carlos da Silva, solicitando-lhe que proceda terraplanagem e arborização do terreno de propriedade da Prefeitura Municipal localizado na Rua Joel Pimentel, no Residencial Riviera Park (fotos em anexo). 
Esse projeto pode se dar em forma de parceria, o Executivo faria o serviço e a plantação das árvores, e os moradores do bairro ficariam responsáveis pelo cuidado, aguando as plantas, para que assim possuam um local para desfrutarem com suas famílias.",17,3086,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3086/374-2021.pdf,"('Secretário Municipal de Agricultura, Pecuária e Meio Ambiente',)","('Senhor Luis Carlos da Silva',)","('Residencial Riviera Park',)","('Prefeitura Municipal', 'Executivo')",Rua Joel Pimentel,,,,R. Joel Pimentel - Santo Antônio da Platina,Santo Antônio da Platina,Brazil,-23.2917958334483,-50.0523374204491,,
2021,510,"Requer ao Ilustríssimo Secretário Municipal de Agricultura, Pecuária e Meio Ambiente, Senhor Luis Carlos da Silva, permissão para plantio no terreno de propriedade da Prefeitura Municipal localizado na Rua Joel Pimentel, no Residencial Riviera Park, de horticultura ou outras culturas (mandioca, milho, etc.) que possam ser colhidas e plantadas pelos moradores do entorno, mantendo o espaço limpo e produtivo, até que o município construa algo no local.",17,3227,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3227/510-2021.pdf,"('Secretário Municipal de Agricultura, Pecuária e Meio Ambiente',)","('Senhor Luis Carlos da Silva',)","('Residencial Riviera Park',)","('Prefeitura Municipal',)",Rua Joel Pimentel,,,,R. Joel Pimentel - Santo Antônio da Platina,Santo Antônio da Platina,Brazil,-23.2917958334483,-50.0523374204491,,
2021,377,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, proceda manutenção na Estrada Palmital, sentido Andirá, visto que nas imediações reside uma senhora de 90 anos, necessitando assim que a estrada esteja em melhores condições para que a mesma possa se locomover.",143,3089,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3089/377-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Andirá',)","('Secretaria Municipal de Serviços e Obras Públicas',)",Estrada Palmital,,,,"Estrada Palmital Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2710191,-50.0696889,Paraná,
2021,390,"Requer que seja expedido ofício ao Excelentíssimo Vice-Prefeito Municipal, Senhor Francisco Monteiro, parabenizando-o pelo excelente e atuante trabalho que desenvolve em prol do desenvolvimento de Santo Antônio da Platina.",5,3103,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3103/390-2021.pdf,"('Vice-Prefeito Municipal',)","('Senhor Francisco Monteiro',)",,,Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2021,450,"Requer que seja expedido ofício à Excelentíssima Deputada Federal, Senhora Luiza Canziani, agradecendo-lhe pelas emendas que destina a nosso município a qual são de suma importância para melhoria e desenvolvimento de Santo Antônio da Platina.",20,3166,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3166/450-2021.pdf,"('Deputada Federal',)","('Senhora Luiza Canziani',)",,,Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2021,514,"Requer que seja expedido ofício ao Hospital do Câncer de Londrina, solicitando que informe quando a farmácia da instituição iniciará seu atendimento em Santo Antônio da Platina, uma vez que já recebeu autorização para isso.
Tal atendimento se faz extremamente necessário para que os pacientes de nossa região, muitos excessivamente debilitados, não precisem ir até Londrina para receberem seus medicamentos.",5,3231,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3231/514-2021.pdf,,,"('Londrina',)","('Hospital do Câncer de Londrina',)",Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2021,575,"Requer que seja expedido ofício parabenizando toda equipe da Agência do Trabalhador de Santo Antônio da Platina, na pessoa da Gerente Silvia Cardoso do Carmo, por sua dedicação neste segmento tão importante da vida de nossos munícipes.  Fato este reconhecido pela Secretaria de Justiça, Família e Trabalho do Estado do Paraná. 
Que seu exemplo de comprometimento e envolvimento sirva de incentivo a todos que trabalham no serviço público!",17,3315,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3315/575-2021.pdf,"('Gerente',)","('Silvia Cardoso do Carmo',)",,"('Secretaria de Justiça, Família e Trabalho do Estado do Paraná',)",Santo Antônio da Platina,"('Agência do Trabalhador',)",,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2022,29,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando a revitalização do campo de futebol do Bairro da Platina, sendo que o mesmo precisa de: iluminação, reposição de vidros das janelas e instalação de forro de PVC no vestiário. Essa melhoria visa  atender os esportistas e apreciadores do futebol amador de Santo Antônio da Platina, ampliando a utilização do campo para jogos noturnos.",20,3494,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3494/29-2022.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Bairro da Platina',)",,Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2022,467,"Parabeniza os responsáveis da ONG MUNDO CÃO de Santo Antônio da Platina pela realização do 7º Chá Beneficente realizado no último dia 07 de agosto. 
Muito nos alegra ver a idealização e a participação desta comunidade na organização e realização deste evento, em prol de um objetivo maior, cultivando o amor e a solidariedade.",143,3992,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3992/467-2022.pdf,,,,"('ONG MUNDO CÃO',)",Santo Antônio da Platina,,,"('07 de agosto',)","Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2023,64,"Parabeniza o Ilustríssimo Senhor SARGENTO FÉLIX MARTINS, Chefe de Instrução do Tiro de Guerra 05-004 de Santo Antônio da Platina, pelo trabalho que começou frente ao nosso Tiro de Guerra, desejando-lhe boas-vindas à nossa cidade, fazendo com que o Exército Brasileiro tenha uma importância ainda maior em nosso município.",17,4333,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4333/64-2023.pdf,"('Chefe de Instrução',)","('SARGENTO FÉLIX MARTINS',)",,"('Tiro de Guerra 05-004', 'Tiro de Guerra', 'Exército Brasileiro')",Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2023,81,"Solicita ao Departamento Municipal de Esportes, ou outro a departamento competente, que proceda manutenção no vestiário localizado no campo de futebol do Distrito da Platina. Essa melhoria visa atender os esportistas e apreciadores do futebol amador de Santo Antônio da Platina, que buscam aquele local para lazer e diversão.",20,4352,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4352/81-2023.pdf,,,"('Distrito da Platina',)","('Departamento Municipal de Esportes',)",Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2023,83,"Parabeniza o Ilustríssimo Senhor SARGENTO FÉLIX MARTINS, Chefe de Instrução do Tiro de Guerra 05-004 de Santo Antônio da Platina, pelo trabalho que começou frente ao nosso Tiro de Guerra. Desejando também boas-vindas aos novos atiradores do Tiro de Guerra - Turma 2023, pelo início de suas atividades.",143,4354,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4354/83-2023.pdf,"('Chefe de Instrução',)","('SARGENTO FÉLIX MARTINS',)",,"('Tiro de Guerra 05-004', 'Tiro de Guerra', 'Tiro de Guerra')",Santo Antônio da Platina,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2021,404,"Requer ao Diretor do Departamento Municipal de Trânsito, Senhor Bruno Augusto Ribeiro Chagas, a implantação de 2 (dois) redutores de velocidade na Rua José Batista Martins, no Residencial Eunice Eleutério, pois, segundo moradores, após o inicio das atividades da Escola Municipal Ercílio Custódio, houve um grande aumento no fluxo de veículos, os quais muitas vezes transitam em alta velocidade, podendo vir a causar graves acidentes.",142,3117,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3117/404-2021.pdf,"('Diretor',)","('Senhor Bruno Augusto Ribeiro Chagas',)","('Residencial Eunice Eleutério',)","('Departamento Municipal de Trânsito', 'Escola Municipal Ercílio Custódio')",Rua José Batista Martins,,,,"José Batista Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2959978,-50.0584902,Paraná,
2021,407,"Requer ao Excelentíssimo Prefeito Municipal, José da Silva Coelho Neto, que proceda:
•	implantação de cobertura no ponto de ônibus da Praça do Jardim Colorado, para proteção da chuva e do sol, a fim de melhorar as condições dos professores e demais pessoas que aguardam o embarque do transporte escolar e público;
•	conserto do buraco na ponte da Rua Dário Fonseca Martins, que pode vir a causar grave acidentes, devido ao alto fluxo de veículos e pedestres no local.",20,3120,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3120/407-2021.pdf,"('Prefeito Municipal',)",,,,Rua Dário Fonseca Martins,,"('Praça do Jardim Colorado',)",,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2021,565,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Obras e Serviços Públicos, proceda manutenção na ponte da Rua Dário Fonseca Martins, atrás da Construcasa Bordignon, visto que lá existe um grande buraco que pode causar graves acidentes e é objeto de reclamação constante por parte dos motoristas e pedestres que passam pelo local diariamente.",15,3305,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3305/565-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Secretaria Municipal de Obras e Serviços Públicos', 'Construcasa Bordignon')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2021,571,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, melhorias na ponte da Rua Dário Fonseca Martins, atrás da Construcasa Bordignon, visto que lá existe um grande buraco que pode causar graves acidentes e é objeto de reclamação constante por parte dos motoristas e pedestres que passam por lá diariamente.",13,3311,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/3311/571-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Secretaria Municipal de Serviços e Obras Públicas', 'Construcasa Bordignon')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2022,182,"Solicita à Secretaria Municipal de Serviços e Obras Públicas, se existe previsão para o término da ponte na Rua Dário Fonseca Martins, atrás da empresa Bordignon, tendo em vista que essa ponte é essencial para o deslocamento de moradores de diversos bairros, como, por exemplo, do Jardim Murakami, Jardim São Paulo, e N. H. Luiz Giovannetti.",13,3655,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3655/182-2022.pdf,,"('N. H. Luiz Giovannetti',)","('Jardim Murakami', 'Jardim São Paulo')","('Secretaria Municipal de Serviços e Obras Públicas', 'empresa Bordignon')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2022,256,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que providencie:

1.	Operação tapa-buraco nas ruas do bairro Colorado e também da Vila São José, que se encontram em péssimo estado de conservação;

2.	Reparo na estrada rural Barra Mansa, que por estar em um mal estado de conservação, tem dificultado o transporte escolar.

3.	Reparo na estrada rural do Araponguinha, que se encontra em um precário estado de conservação e tem objeto de reclamação constante por parte da população que reside na área rural de nosso município.

4.	Informações sobre se existe previsão para o término da ponte na Rua Dário Fonseca Martins, atrás da empresa Bordignon, tendo em vista que essa ponte é essencial para o deslocamento de moradores de diversos bairros.",15,3741,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3741/256-2022.pdf,,,"('bairro Colorado', 'Vila São José', 'Barra Mansa', 'Araponguinha')","('Secretaria Municipal de Serviços e Obras Públicas', 'empresa Bordignon')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2022,273,"Solicita informações sobre o prazo previsto para o término da ponte na Rua Dário Fonseca Martins, atrás da empresa Bordignon, reforçando as solicitações contidas nos Requerimentos de número 182, 207 e 256/2022, deste Legislativo Municipal.
No mesmo sentido, solicitamos que este caso sirva de exemplo, e que providência sejam tomadas a fim de antecipar os mesmos problemas nas obras previstas para as demais pontes em nossa cidade.",20,3759,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3759/273-2022.pdf,,,,"('empresa Bordignon', 'Legislativo Municipal')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2022,357,"Requer que seja encaminhada as seguintes solicitações ao Excelentíssimo Prefeito Municipal, SENHOR JOSÉ DA SILVA COELHO NETO, para que determine aos setores competentes as providências abaixo relacionadas:
1.	Solicita informações sobre o prazo previsto para o término da ponte na Rua Dário Fonseca Martins, atrás da empresa Bordignon, reforçando as solicitações contidas nos Requerimentos de número 182, 207, 256 e 273/2022. No mesmo sentido, solicitamos que este caso sirva de exemplo, e que providências sejam tomadas a fim de antecipar os mesmos problemas nas obras previstas para as demais pontes em nossa cidade; 
2.	Resolver o problema de um monte de terra que foi colocado ao lado do campo de futebol do Distrito do Povoado da Platina, pois está dificultando o trânsito de veículos que circulam naquela localidade, destinando aquela terra para ruas que necessitam de correção;
3.	Explicações junto à Secretaria Municipal de Saúde sobre o aparelho de Raio-X doado ao município de Santo Antônio da Platina/PR pelo governo estadual, em 2014, e que até pouco tempo atrás ainda permanecia encaixotado em uma sala no Hospital Nossa Senhora da Saúde, se realmente o equipamento está na manutenção sem nunca ter sido usado.",20,3862,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3862/357-2022.pdf,"('Prefeito Municipal',)","('SENHOR JOSÉ DA SILVA COELHO NETO',)","('Distrito do Povoado da Platina', 'Santo Antônio da Platina/PR')","('empresa Bordignon', 'Secretaria Municipal de Saúde', 'Hospital Nossa Senhora da Saúde')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
2022,485,"Solicita à Secretaria Municipal de Planejamento para que reforce a sinalização de segurança nas obras da ponte da Rua Dário Fonseca Martins, atrás da empresa Bordignon, uma vez que a falta de sinalização tem sido motivo de grande preocupação entre os moradores vizinhos àquela obra.",20,4017,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/4017/485-2022.pdf,,,,"('Secretaria Municipal de Planejamento', 'empresa Bordignon')",Rua Dário Fonseca Martins,,,,"Rua Dário Fonseca Martins Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3054395,-50.0769898,Paraná,
